collection;numero;nom_excel;titre_resolu;statut;methode;note;extrait;url
Coupes du monde FIFA;20;Bresil 2014;Équipe du Brésil de football à la Coupe du monde 2014;verifier;search-overlap;résolution par recherche contextuelle;"Cet article relate le parcours de l’équipe du Brésil de football lors de la Coupe du monde de football 2014 organisée au Brésil du 12 juin au 13 juillet 2014. C'est sa 20e participation à une Coupe du monde.
Après 2002, c'est la deuxième fois que l'équipe est dirigée par le sélectionneur brésilien Luiz Felipe Scolari en phase finale.";https://fr.wikipedia.org/wiki/%C3%89quipe_du_Br%C3%A9sil_de_football_%C3%A0_la_Coupe_du_monde_2014
Coupes du monde FIFA;21;Russie 2018;Équipe de Russie de football à la Coupe du monde 2018;verifier;search-overlap;résolution par recherche contextuelle;Cet article relate le parcours de l’équipe de Russie de football lors de la Coupe du monde de football de 2018 organisé en Russie du 14 juin au 15 juillet 2018.;https://fr.wikipedia.org/wiki/%C3%89quipe_de_Russie_de_football_%C3%A0_la_Coupe_du_monde_2018
Coupes du monde FIFA;22;Qatar 2022;Coupe du monde de football 2022;ok;direct;redirection suivie;La Coupe du monde de football 2022 est la 22e édition de ce tournoi quadriennal. Organisée par la FIFA, elle se déroule au Qatar du 20 novembre au 18 décembre 2022, jour de la fête nationale. Le tournoi n’est pas organisé lors des mois habituels, juin et juillet, en raison du climat et des trop fortes chaleurs régnant dans le pays organisateur à cette période.;https://fr.wikipedia.org/wiki/Coupe_du_monde_de_football_2022
Plus grands joueurs de football;1;Pele;Pelé;ok;direct;redirection suivie;"Edson Arantes do Nascimento, dit Pelé, né le 23 octobre 1940 à Três Corações (Brésil) et mort le 29 décembre 2022 à São Paulo (Brésil), est un footballeur international brésilien évoluant au poste d'attaquant et de meneur de jeu du milieu des années 1950 jusqu'en 1977.
Figure majeure du football, Pelé est considéré comme le plus grand joueur de tous les temps. Surnommé O Rei (« le roi »), Pelé est l'unique joueur à avoir remporté trois fois la Coupe du monde de football, en 1958, 1962 et 1970.";https://fr.wikipedia.org/wiki/Pel%C3%A9
Plus grands joueurs de football;2;Diego Maradona;Diego Maradona;ok;direct;;"Diego Armando Maradona, né le 30 octobre 1960 à Lanús (province de Buenos Aires, Argentine) et mort le 25 novembre 2020 à Tigre (province de Buenos Aires), est un footballeur international argentin devenu entraîneur. Durant sa carrière de joueur, entre 1976 et 1997, il joue au poste de milieu offensif sous le maillot no 10.
Surnommé El Pibe de Oro (Le gamin en or), il est considéré comme l'un des meilleurs joueurs de l'histoire du football.";https://fr.wikipedia.org/wiki/Diego_Maradona
Plus grands joueurs de football;3;Johan Cruyff;Johan Cruyff;ok;direct;;"Johannes Cruijff, dit Johan Cruyff ou Johan Cruijff (), né le 25 avril 1947 à Amsterdam (Pays-Bas) et mort le 24 mars 2016 à Barcelone (Espagne), est un footballeur international néerlandais ayant évolué au poste d'attaquant, avant de devenir entraîneur.
Premier joueur de football à remporter trois fois le Ballon d'or, il est considéré comme l'un des meilleurs joueurs de l'Histoire, comme l'illustre sa sélection au sein de l'équipe mondiale du XXe siècle de la Fédération internationale de footba";https://fr.wikipedia.org/wiki/Johan_Cruyff
Plus grands joueurs de football;4;Franz Beckenbauer;Franz Beckenbauer;ok;direct;;"Franz Beckenbauer, né le 11 septembre 1945 à Munich et mort le 7 janvier 2024 à Salzbourg, en Autriche, est un footballeur international puis entraîneur allemand.
Grand nom de l'histoire du football au poste de libéro, Beckenbauer signe sa domination au plus haut niveau international en remportant en tant que capitaine de l'équipe d'Allemagne de l'Ouest le Championnat d'Europe de 1972 et la Coupe du monde deux ans plus tard. En plus de ses succès internationaux, Beckenbauer mène également son cl";https://fr.wikipedia.org/wiki/Franz_Beckenbauer
Plus grands joueurs de football;5;Alfredo Di Stefano;Alfredo Di Stéfano;ok;direct;redirection suivie;Alfredo Di Stéfano Laulhé est un footballeur puis entraîneur, né le 4 juillet 1926 à Buenos Aires et mort le 7 juillet 2014 à Madrid. De nationalité argentine puis naturalisé espagnol en 1956, il évolue au poste d'attaquant, du milieu des années 1940 au milieu des années 1960. Considéré comme l'un des tout meilleurs footballeurs de l'histoire, il fait partie de l'équipe mondiale du XXe siècle.;https://fr.wikipedia.org/wiki/Alfredo_Di_St%C3%A9fano
Plus grands joueurs de football;6;Ferenc Puskas;Ferenc Puskás;ok;direct;redirection suivie;Ferenc Puskás, né Ferenc Purczeld Biró, le 1er avril 1927 à Budapest en Hongrie et mort le 17 novembre 2006 dans la même ville, est un footballeur international hongrois, généralement considéré comme le meilleur joueur de la Hongrie et l'un des plus grands footballeurs de l'histoire. Naturalisé espagnol en 1961, il joue jusqu'à l'âge de 40 ans en 1967 puis poursuit sa carrière comme entraîneur. Durant sa carrière, Ferenc Puskás a évolué au Budapest Honvéd puis au Real Madrid.;https://fr.wikipedia.org/wiki/Ferenc_Pusk%C3%A1s
Plus grands joueurs de football;7;Garrincha;Garrincha;ok;direct;;"Manoel Francisco dos Santos, dit Mané Garrincha ou tout simplement Garrincha, né le 28 octobre 1933 à Magé au Brésil et mort le 20 janvier 1983, est un footballeur brésilien.
Au poste d'ailier droit, il est considéré comme l'un des meilleurs footballeurs brésiliens de tous les temps, et comme l'un des plus grands dribbleurs de l'histoire du football avec des joueurs comme Lionel Messi, Pelé ou encore Diego Maradona. Vainqueur de deux éditions de la Coupe du monde, en 1958 et 1962, où il porte le";https://fr.wikipedia.org/wiki/Garrincha
Plus grands joueurs de football;8;Bobby Charlton;Bobby Charlton;ok;direct;;"Sir Robert « Bobby » Charlton CBE, né le 11 octobre 1937 à Ashington dans le Northumberland en Angleterre et mort le 21 octobre 2023 à Macclesfield dans le Cheshire, est un footballeur international anglais. Milieu de terrain offensif, il est considéré comme l'un des meilleurs joueurs anglais de tous les temps.
Repéré par Manchester United, Bobby Charlton est champion d'Angleterre dès sa première saison en 1956-57.";https://fr.wikipedia.org/wiki/Bobby_Charlton
Plus grands joueurs de football;9;Gerd Muller;Gerd Müller;ok;direct;redirection suivie;"Gerhard Müller, plus connu comme Gerd Müller, né le 3 novembre 1945 à Nördlingen et mort le 15 août 2021 à Wolfratshausen, est un footballeur international allemand. Il est surnommé en allemand « Der Bomber », le Bombardier.
Célèbre buteur, capable de marquer dans toutes les positions et avec toutes les parties du corps, il établit de nombreux records mondiaux.";https://fr.wikipedia.org/wiki/Gerd_M%C3%BCller
Plus grands joueurs de football;10;Michel Platini;Michel Platini;ok;direct;;"Michel Platini, né le 21 juin 1955 à Jœuf (Meurthe-et-Moselle), est un footballeur international français, évoluant au poste de milieu de terrain du début des années 1970 jusqu'en 1987, avant de devenir sélectionneur puis dirigeant sportif.
Meneur de jeu emblématique de l'équipe de France de 1976 à 1987, et en club, de l'AS Nancy-Lorraine, de l'AS Saint-Étienne, puis de la Juventus de Turin, et auteur de 353 buts durant sa carrière, Michel Platini est considéré comme un des meilleurs joueurs de ";https://fr.wikipedia.org/wiki/Michel_Platini
Plus grands joueurs de football;11;Zico;Zico;ok;direct;;"Arthur Antunes Coimbra, dit Zico, né le 3 mars 1953 à Rio de Janeiro (Brésil), est un ancien footballeur international brésilien, qui a évolué au poste de milieu offensif.
Surnommé le Pelé Blanc, il est considéré comme un des meilleurs footballeurs brésiliens de l'Histoire et comme l'un des meilleurs joueurs de sa génération.
Zico joue la majeure partie de sa carrière à Flamengo ou il devient une véritable légende, impressionnant par ses dribbles dévastateurs et ses nombreux buts.";https://fr.wikipedia.org/wiki/Zico
Plus grands joueurs de football;12;Socrates;Sócrates;verifier;requalifie;requalifié par contexte de collection;"Sócrates Bolratis, plus connu simplement comme Sócrates, né le 19 février 1954 à Belém et mort le 4 décembre 2011 à São Paulo, est un footballeur international brésilien évoluant au poste de milieu de terrain.
Titulaire d'un doctorat en médecine et politiquement engagé pour la démocratie, il est surnommé le « docteur » lors de sa carrière de joueur puis exerce comme spécialiste en médecine sportive et est consultant après sa carrière sportive. Il est, avec Zé Maria, Wladimir et Walter Casagrande";https://fr.wikipedia.org/wiki/S%C3%B3crates
Plus grands joueurs de football;13;Falcao;Radamel Falcao;verifier;search-repair;"résolution par recherche contextuelle ; DOUBLON : même page que Plus grands joueurs de football#13, Plus grands joueurs de football#95";"Radamel Falcao ou parfois simplement Falcao, né le 10 février 1986 à Santa Marta, est un footballeur international colombien qui évolue au poste d’avant-centre au Millonarios FC.
Son surnom est El Tigre. Il est présenté comme l'un des meilleurs buteurs, doté notamment d'un excellent jeu de tête malgré une taille relativement petite pour cette caractéristique.";https://fr.wikipedia.org/wiki/Radamel_Falcao
Plus grands joueurs de football;14;Marco van Basten;Marco van Basten;ok;direct;;"Marcel van Basten, dit Marco van Basten, né le 31 octobre 1964 à Utrecht (Pays-Bas), est un footballeur  néerlandais évoluant au poste d'attaquant du début des années 1980 jusqu'en 1995. Il devient par la suite entraîneur puis dirigeant.
Ayant remporté le trophée du Ballon d'or à trois reprises en 1988, 1989 et 1992, il est considéré comme l'un des plus grands joueurs néerlandais de tous les temps et l'un des meilleurs attaquants de sa génération.";https://fr.wikipedia.org/wiki/Marco_van_Basten
Plus grands joueurs de football;15;Ruud Gullit;Ruud Gullit;ok;direct;;Ruud Gullit, né Rudi Dil, le 1er septembre 1962 à Amsterdam (Pays-Bas), est un footballeur international néerlandais devenu ensuite entraîneur. Il évoluait à de nombreux postes mais il était surtout milieu de terrain offensif. Sa carrière est marquée par l'obtention du ballon d'or 1987 et deux coupes d'Europe avec le Milan AC (1989 et 1990).;https://fr.wikipedia.org/wiki/Ruud_Gullit
Plus grands joueurs de football;16;Frank Rijkaard;Frank Rijkaard;ok;direct;;"Franklin Rijkaard, dit Frank Rijkaard, né le 30 septembre 1962 à Amsterdam, est un footballeur international néerlandais devenu entraîneur.
D'origine surinamienne, Rijkaard est l'un des meilleurs milieux européens de son époque. Évoluant au poste de milieu défensif, il forme avec ses compatriotes Marco van Basten et Ruud Gullit un trio qui règne sur l'Europe du football à la fin des années 1980 et au début des années 1990, tant avec le Milan AC de Arrigo Sacchi puis de Fabio Capello, ainsi, dans";https://fr.wikipedia.org/wiki/Frank_Rijkaard
Plus grands joueurs de football;17;Dennis Bergkamp;Dennis Bergkamp;ok;direct;;"Dennis Bergkamp (en néerlandais : [ˈdɛnəz ˈbɛr(ə)xkɑmp] ), né le 10 mai 1969 à Amsterdam, est un footballeur international néerlandais évoluant au poste d'attaquant entre 1986 et 2006.
Lancé par Johan Cruyff, Bergkamp débute avec l'Ajax Amsterdam en décembre 1986. Il reste au club jusqu’en 1993 avec une moyenne supérieure à 0,50 but inscrit par match.";https://fr.wikipedia.org/wiki/Dennis_Bergkamp
Plus grands joueurs de football;18;Roberto Baggio;Roberto Baggio;ok;direct;;"Roberto Baggio, né le 18 février 1967 à Caldogno dans la province de Vicence (Vénétie), est un footballeur international italien, évoluant au poste de milieu offensif ou attaquant des années 1980 à 2000, reconverti dirigeant.
Ballon d'or et Meilleur footballeur de l'année FIFA en 1993, il est considéré comme l'un des meilleurs attaquants de l'histoire. Il est listé parmi les FIFA 100, inséré par Pelé dans une liste des 125 meilleurs joueurs mondiaux encore vivants en 2004.";https://fr.wikipedia.org/wiki/Roberto_Baggio
Plus grands joueurs de football;19;Paolo Maldini;Paolo Maldini;ok;direct;;"Paolo Maldini, né le 26 juin 1968 à Milan (Italie), est un footballeur international italien ayant effectué l'intégralité de sa carrière à l'AC Milan du milieu des années 1980 à la fin des années 2000 au poste de défenseur.
Depuis le 23 juin 2026, Paolo Maldini est directeur technique de l'Équipe d'Italie, nommé par le nouveau président de la FIGC, Giovanni Malagò.
Paolo Maldini possède l'un des plus beaux palmarès en club de l'histoire du football (Ligue des champions, Coupe du monde des clubs,";https://fr.wikipedia.org/wiki/Paolo_Maldini
Plus grands joueurs de football;20;Franco Baresi;Franco Baresi;ok;direct;;Franceschino « Franco » Baresi est un footballeur international italien né le 8 mai 1960 à Travagliato. Il évoluait au poste de défenseur central. Son frère Giuseppe est également footballeur professionnel.;https://fr.wikipedia.org/wiki/Franco_Baresi
Plus grands joueurs de football;21;Lothar Matthaus;Lothar Matthäus;ok;direct;redirection suivie;"Lothar Herbert Matthäus, né le 21 mars 1961 à Erlangen, est un footballeur international allemand devenu entraîneur.
Matthäus est capitaine de l'équipe d'Allemagne qui remporte la Coupe du monde 1990. Il est pendant près de vingt ans l'un des joueurs emblématiques de la sélection allemande en participant à 5 Coupes du monde (1982, 1986, 1990, 1994 et 1998) et à 25 matchs de la compétition (un record qui n’est dépassé que par Lionel Messi en 2022).";https://fr.wikipedia.org/wiki/Lothar_Matth%C3%A4us
Plus grands joueurs de football;22;Jurgen Klinsmann;Jürgen Klinsmann;ok;direct;redirection suivie;"Jürgen Klinsmann, né le 30 juillet 1964 à Göppingen, est un footballeur allemand évoluant au poste d'attaquant.
Ce buteur prolifique fut l'un des meilleurs attaquants de l'histoire du football allemand. Au cours de ses vingt ans de carrière professionnelle, il a remporté les plus grands trophées des compétitions de football, dont une Coupe du monde en 1990 et un Championnat d'Europe de football en 1996 avec l'équipe d'Allemagne.";https://fr.wikipedia.org/wiki/J%C3%BCrgen_Klinsmann
Plus grands joueurs de football;23;Lev Yachine;Lev Yachine;ok;direct;;"Lev Yachine (en russe : Лев Яшин), né le 22 octobre 1929 à Moscou (RSFS de Russie, en URSS), et mort le 21 mars 1990 dans cette même ville, était un footballeur international soviétique, qui évoluait au poste de gardien de but. Il est devenu après sa carrière vice-président de la Fédération d'URSS de football.
Considéré comme le meilleur portier de tous les temps, il est le seul gardien à avoir remporté le Ballon d'or, qui lui est attribué en 1963.";https://fr.wikipedia.org/wiki/Lev_Yachine
Plus grands joueurs de football;24;Eric Cantona;Éric Cantona;ok;direct;redirection suivie;"Éric Cantona, né le 24 mai 1966 à Marseille, est un footballeur international et acteur français.
Attaquant talentueux et inspiré, il est révélé à l'AJ Auxerre et porte le maillot de l'Olympique de Marseille où il est champion de France en 1989 et en 1991 puis finaliste de la Coupe d'Europe des Clubs Champions en 1991. Cantona connaît l'apogée de sa carrière en Angleterre, tout d'abord à Leeds United où il remporte le championnat puis à Manchester United, où il joue de 1992 à 1997 et avec lequel";https://fr.wikipedia.org/wiki/%C3%89ric_Cantona
Plus grands joueurs de football;25;Raymond Kopa;Raymond Kopa;ok;direct;;"Raymond Kopaszewski, dit Raymond Kopa, né le 13 octobre 1931 à Nœux-les-Mines (Pas-de-Calais) et mort le 3 mars 2017 à Angers (Maine-et-Loire), est un footballeur international français qui évolue principalement au poste de milieu offensif du début des années 1950 jusqu'à la fin des années 1960.
Il commence le football en amateur dans le club de sa ville natale, l'US Nœux-les-Mines. Après avoir terminé deuxième du concours du jeune footballeur 1949, Raymond Kopaszewski est repéré par Angers SCO.";https://fr.wikipedia.org/wiki/Raymond_Kopa
Plus grands joueurs de football;26;Just Fontaine;Just Fontaine;ok;direct;;"Just Fontaine (/ʒyst fɔ̃.tɛn/), né le 18 août 1933 à Marrakech (Maroc) et mort le 28 février 2023 à Toulouse (France), est un footballeur international français, devenu entraîneur et entrepreneur. Avant-centre emblématique des années 1950, il est considéré comme l'un des meilleurs joueurs français.
Révélé à l'US Marocaine, à Casablanca, puis à l'OGC Nice, il connaît l'apogée de sa carrière au Stade de Reims, avec lequel il atteint la finale de la Coupe des clubs champions européens en 1959.";https://fr.wikipedia.org/wiki/Just_Fontaine
Plus grands joueurs de football;27;Michel Hidalgo;Michel Hidalgo;ok;direct;;Michel Hidalgo, né le 22 mars 1933 à Leffrinckoucke (Nord) et mort le 26 mars 2020 à Marseille (Bouches-du-Rhône), est un footballeur international français devenu entraîneur. Il évolue au poste d'ailier droit puis de milieu récupérateur du début des années 1950 au milieu des années 1960. Sélectionneur de l'équipe de France, il l'emmène à son premier titre international en 1984, lors du Championnat d'Europe de football disputé en France.;https://fr.wikipedia.org/wiki/Michel_Hidalgo
Plus grands joueurs de football;28;Zinedine Zidane;Zinédine Zidane;ok;direct;redirection suivie;"Zinédine Zidane, né le 23 juin 1972 à Marseille, est un footballeur international français qui évolue au poste de milieu de terrain offensif de 1988 à 2006, devenu ensuite entraîneur.
Surnommé Zizou, il est considéré comme l'un des plus grands joueurs de l'histoire du football. En août 2024 à Paris, l'Association internationale de la presse sportive (AIPS) à l'occasion de son 100e anniversaire l'a élu quatrième meilleur joueur après Pelé, Diego Maradona et Franz Beckenbauer.";https://fr.wikipedia.org/wiki/Zin%C3%A9dine_Zidane
Plus grands joueurs de football;29;Ronaldo Nazario;Ronaldo;verifier;search-overlap;résolution par recherche contextuelle;"Ronaldo Luís Nazário de Lima, dit Ronaldo, né le 22 septembre 1976 à Bento Ribeiro, un quartier de Rio de Janeiro, au Brésil, est un footballeur international brésilien ayant évolué au poste d'avant-centre entre 1993 et 2011.
Il commence sa carrière professionnelle au Brésil, à Cruzeiro, avant de partir ensuite pour l'Europe et le PSV Eindhoven. Il y reste deux saisons avant de signer pour le FC Barcelone pour un séjour d'une saison.";https://fr.wikipedia.org/wiki/Ronaldo
Plus grands joueurs de football;30;Ronaldinho;Ronaldinho;ok;direct;;"Ronaldo de Assis Moreira, né le 21 mars 1980 à Porto Alegre au Brésil, plus communément connu sous le pseudonyme de Ronaldinho Gaúcho ou tout simplement Ronaldinho, est un footballeur international brésilien évoluant au Ravenne FC 1913. Il est champion du monde en 2002 avec l'équipe du Brésil. 
Considéré comme un joueur atypique, Ronaldinho s'est réellement imposé en Europe en tant qu'ailier gauche, avec ses dribbles hors du commun, sa conduite de balle incroyable et son aisance sur coups francs";https://fr.wikipedia.org/wiki/Ronaldinho
Plus grands joueurs de football;31;Rivaldo;Rivaldo;ok;direct;;"Rivaldo Vítor Borba Ferreira dit Rivaldo, né le 19 avril 1972 à Recife, est un footballeur international brésilien évoluant comme ailier du début des années 1990 au milieu des années 2010.
Rivaldo évolue dans de nombreux clubs dont le FC Barcelone et l'AC Milan et reçoit le Ballon d'or 1999. C'est au Barça que Rivaldo s'épanouit pour devenir un des meilleurs joueurs du monde.";https://fr.wikipedia.org/wiki/Rivaldo
Plus grands joueurs de football;32;Cafu;Cafu;ok;direct;;"Marcos Evangelista de Moraes, dit Cafu, né le 7 juin 1970 à São Paulo au Brésil, est un footballeur international brésilien évoluant au poste d'arrière droit.
Surnommé également Pendolino, Cafu découvre le haut-niveau au São Paulo FC, où il remporte au début des années 1990 de nombreux titres, dont la Copa Libertadores et la Coupe intercontinentale à deux reprises. En 1997, il découvre le championnat italien, à l'AS Rome puis au Milan AC, où il remporte les titres les plus prestigieux : Ligue de";https://fr.wikipedia.org/wiki/Cafu
Plus grands joueurs de football;33;Roberto Carlos;Roberto Carlos (football);verifier;search-repair;résolution par recherche contextuelle;"Roberto Carlos da Silva Rocha dit Roberto Carlos, né le 10 avril 1973 à Garça (São Paulo, Brésil), est un footballeur international et entraîneur brésilien.
Défenseur particulièrement offensif, il est notamment connu pour la puissance de ses frappes et sa vitesse de pointe. En 1997, il est deuxième au classement du meilleur footballeur de l'année FIFA, une performance rare pour un défenseur, et de la même manière il termine deuxième au Ballon d'or 2002 derrière son compatriote et ami Ronaldo.";https://fr.wikipedia.org/wiki/Roberto_Carlos_(football)
Plus grands joueurs de football;34;Kaka;Kaká;verifier;search-hint;résolution par recherche contextuelle;"Ricardo Izecson dos Santos Leite, plus connu sous le pseudonyme de Kaká, né le 22 avril 1982 à Gama au Brésil, est un footballeur international brésilien ayant évolué au poste de milieu offensif du début des années 2000 à la fin des années 2010.
Formé au São Paulo FC, il s'engage en faveur de l'AC Milan en 2003 avec qui il remporte le titre de champion d'Italie en 2004 puis les trophées de la Ligue des champions, la Coupe du monde des clubs et la Supercoupe de l'UEFA en 2007. Ses performances en";https://fr.wikipedia.org/wiki/Kak%C3%A1
Plus grands joueurs de football;35;Thierry Henry;Thierry Henry;ok;direct;;"Thierry Henry, né le 17 août 1977 aux Ulis, dans l'Essonne, est un footballeur international français qui a évolué au poste d'attaquant du milieu des années 1990 au milieu des années 2010, reconverti entraîneur et consultant.
Durant sa jeunesse, il évolue dans plusieurs clubs de la région parisienne avant d'intégrer le centre de préformation de l'INF Clairefontaine. Il est ensuite repéré par l'AS Monaco avec lequel il continue sa formation avant de débuter au niveau professionnel en 1994.";https://fr.wikipedia.org/wiki/Thierry_Henry
Plus grands joueurs de football;36;Patrick Vieira;Patrick Vieira;ok;direct;;"Patrick Vieira, né le 23 juin 1976 à Dakar (Sénégal), est un footballeur international français reconverti entraîneur.
Il débute en professionnel à l'AS Cannes. Parti à l'AC Milan en 1995, dès l'âge de 19 ans, Arsène Wenger le remet sur les rails à Arsenal après une année quasi blanche chez les Rossoneri.";https://fr.wikipedia.org/wiki/Patrick_Vieira
Plus grands joueurs de football;37;Marcel Desailly;Marcel Desailly;ok;direct;;"Marcel Desailly, né Odenkey Addy Abbey, le 7 septembre 1968 à Accra (Ghana), est un footballeur international français évoluant au poste de défenseur central de 1986 à 2006. Il possède l'un des palmarès les plus étoffés de l'histoire du football français.
De mère ghanéenne et de père adoptif français, Marcel Desailly s'installe avec sa famille en 1972 à Nantes.";https://fr.wikipedia.org/wiki/Marcel_Desailly
Plus grands joueurs de football;38;Lilian Thuram;Lilian Thuram;ok;direct;;"Lilian Thuram, né le 1er janvier 1972 à Pointe-à-Pitre (Guadeloupe), est un footballeur international français, ayant évolué comme défenseur.
En tant que footballeur, il débute en région parisienne avant de terminer sa formation à l'AS Monaco. Il y débute en Championnat de France en 1991.";https://fr.wikipedia.org/wiki/Lilian_Thuram
Plus grands joueurs de football;39;Didier Deschamps;Didier Deschamps;ok;direct;;"Didier Deschamps, né le 15 octobre 1968 à Bayonne (Basses-Pyrénées), est un footballeur international français, reconverti en entraîneur.
Depuis le 9 juillet 2012, il est le sélectionneur de l'équipe de France.
Originaire du Pays basque puis formé au FC Nantes, il évolue rapidement au poste de milieu défensif sous les couleurs nantaises.";https://fr.wikipedia.org/wiki/Didier_Deschamps
Plus grands joueurs de football;40;Fabien Barthez;Fabien Barthez;ok;direct;;"Fabien Barthez, né le 28 juin 1971 à Lavelanet, dans l'Ariège, est un footballeur international français qui évolue au poste de gardien de but de 1990 à 2007.
En club, il remporte la Ligue des champions en 1993 avec l'Olympique de Marseille ainsi que deux championnat de France en 1997 et 2000 avec l'AS Monaco. Il remporte également deux championnat d'Angleterre en 2001 et en 2003 avec Manchester United.";https://fr.wikipedia.org/wiki/Fabien_Barthez
Plus grands joueurs de football;41;David Beckham;David Beckham;ok;direct;;"Sir David Robert Joseph Beckham, plus connu sous le nom de David Beckham, né le 2 mai 1975 à Leytonstone (Londres) en Angleterre, est un footballeur international anglais ayant évolué au poste de milieu offensif.
Sa carrière débute lorsqu'il signe à Manchester United et fait sa première apparition dans l'équipe première en 1992 à l'âge de dix-sept ans. Il joue un rôle clé dans la domination du club sur le championnat anglais durant les années 1990 et au début des années 2000, permettant au club ";https://fr.wikipedia.org/wiki/David_Beckham
Plus grands joueurs de football;42;Steven Gerrard;Steven Gerrard;ok;direct;;"Steven George Gerrard, né le 30 mai 1980 à Whiston, dans la banlieue de Liverpool, en Angleterre, est un footballeur international anglais devenu entraîneur. Considéré comme l'un des meilleurs milieux de terrain de sa génération, il a évolué la quasi-totalité de sa carrière dans son club formateur de Liverpool avant de conclure son parcours au Galaxy de Los Angeles.
Steven Gerrard débute à Liverpool en 1998, s'installe en équipe première et succède à Sami Hyypiä comme capitaine de l'équipe en 20";https://fr.wikipedia.org/wiki/Steven_Gerrard
Plus grands joueurs de football;43;Frank Lampard;Frank Lampard;ok;direct;;"Frank Lampard, né le 20 juin 1978 à Romford, Londres en Angleterre est un footballeur international anglais devenu entraîneur ayant évolué au poste de milieu de terrain du milieu des années 1990 à la fin des années 2010.
Il commence sa carrière professionnelle à West Ham United, où son père, Frank Richard Lampard, joue et entraîne. Il intègre l'équipe première au cours des années 1990 et aide le club à atteindre la cinquième place en championnat en 1999, le meilleur classement de l'histoire du c";https://fr.wikipedia.org/wiki/Frank_Lampard
Plus grands joueurs de football;44;Paul Scholes;Paul Scholes;ok;direct;;"Paul Scholes, né le 16 novembre 1974 à Salford (Angleterre), est un footballeur international anglais qui évolue au poste de milieu de terrain entre 1994 et 2013.
Scholes signe un contrat de stagiaire au club de Manchester United en 1991 et devient professionnel en 1993, avant de devenir un membre à part entière de l'équipe première lors de la saison 1994-1995. Scholes a joué un rôle clé dans le triplé historique du club lors de la saison 1998-1999, et a remporté au cours de sa carrière onze Pre";https://fr.wikipedia.org/wiki/Paul_Scholes
Plus grands joueurs de football;45;Ryan Giggs;Ryan Giggs;ok;direct;;"Ryan Giggs, né Ryan Wilson le 29 novembre 1973 à Cardiff (Pays de Galles), est un footballeur international gallois évoluant au poste de milieu de terrain, devenu entraîneur.
Ryan Giggs apparait pour la première fois sous le maillot de Manchester United pendant la saison 1991-1992. Il joue au poste de milieu latéral gauche pendant les années 1990 et 2000, bien qu'il soit de plus en plus utilisé dans un rôle plus axial dans ses dernières années.";https://fr.wikipedia.org/wiki/Ryan_Giggs
Plus grands joueurs de football;46;Roy Keane;Roy Keane;ok;direct;;"Roy Keane, né le 10 août 1971 à Cork, est un footballeur international irlandais reconverti entraîneur. Joueur, il a évolué au poste de milieu défensif récupérateur.
Roy Keane nait à Cork et débute dans le club local, le Rockmount FC. À dix-huit ans, il est repéré par les émissaires de Nottingham Forest.";https://fr.wikipedia.org/wiki/Roy_Keane
Plus grands joueurs de football;47;Alan Shearer;Alan Shearer;ok;direct;;"Alan Shearer, né le 13 août 1970 à Newcastle (Tyne and Wear), est un footballeur international anglais qui évoluait au poste d'attaquant.
Considéré comme l'un des meilleurs attaquants de sa génération et l'un des plus grands joueurs de l'histoire de la Premier League, il est le meilleur buteur de la Premier League avec 260 buts. Il est nommé joueur de l'année FWA de Premier League en 1994 et joueur de l'année PFA de Premier League en 1995 et 1997.";https://fr.wikipedia.org/wiki/Alan_Shearer
Plus grands joueurs de football;48;Wayne Rooney;Wayne Rooney;ok;direct;;"Wayne Rooney, né le 24 octobre 1985 à Liverpool (Royaume-Uni), est un footballeur international anglais évoluant au poste d'attaquant ou de milieu de terrain entre 2002 et 2020, devenu entraîneur.
Considéré comme l'un des meilleurs joueurs de sa génération et l'un des plus grands joueurs anglais de tous les temps, Rooney est le meilleur buteur de Manchester United et de l'équipe nationale d'Angleterre de 2015 à 2023. Il évolue la majeure partie de sa carrière en tant qu'attaquant mais a égalemen";https://fr.wikipedia.org/wiki/Wayne_Rooney
Plus grands joueurs de football;49;Andrea Pirlo;Andrea Pirlo;ok;direct;;"Andrea Pirlo, né le 19 mai 1979 à Flero dans la province de Brescia (Lombardie) en Italie, est un footballeur international italien devenu entraîneur. Il a joué au poste de milieu défensif du milieu des années 1990 à la fin des années 2010.
Débutant le football dans sa région natale, Pirlo rejoint le grand club local, le Brescia Calcio, à l'adolescence avant d'y percer en professionnel.";https://fr.wikipedia.org/wiki/Andrea_Pirlo
Plus grands joueurs de football;50;Francesco Totti;Francesco Totti;ok;direct;;Francesco Totti, né le 27 septembre 1976 à Rome, est un footballeur international italien devenu dirigeant sportif. Il jouait au poste d'attaquant ou de milieu de terrain offensif à l'AS Rome durant la totalité de sa carrière de 1993 à 2017. Champion du monde en 2006, il est reconnu pour son exceptionnelle longévité et sa fidélité absolue envers son équipe de cœur, la Roma, disputant vingt-cinq saisons professionnelles au club jusqu'à plus de quarante ans.;https://fr.wikipedia.org/wiki/Francesco_Totti
